SiteFunctionalLocation,LicenceArea,SiteName,SiteType,SiteVoltage,ESQCROverallRisk,GridRef,SiteAssetCount,PowerTransformerCount,ElectricalAssetCount,CivilAssetCount,Street,Suburb,TownCity,County,PostCode,YearCommissioned,DateCommissioned,SiteClassification,AssessmentDate,Last_Report,CalculatedResistance,MeasuredResistance.Ohm.,Next_AssessmentDate,Easting,Northing,transratingwinter,transratingsummer,reversepower,maxdemandsummer,maxdemandwinter,Spatial Coordinates,local_authority,local_authority_code,what3words
SPN-S000000008656,South Eastern Power Networks (SPN),LONGFIELD 33/11KV,Primary Substation,33,High,TQ6033569162,38,2,38,0,LONGFIELD,,GRAVESEND,Kent,DA3 7QT,NA,1937-04-01,COLD,2020-02-21,ELP03608004-R01,2.15Ω 0.00Deg,0.12,2036-11-26,560335,169162,"24, 24","18, 18",<100%,10.8,12.1,"51.3988356323046, 0.303460419871465",Dartford,E07000107,allow.stir.carry
SPN-S000000008658,South Eastern Power Networks (SPN),LIGHTWEIGHT AGGREGATES 33/11KV,Primary Substation,33,Very High,TR2495250454,51,1,51,0,HOLT STREET,,NONINGTON,Kent,CT15 7JE,NA,1932-04-01,HOT,2015-09-30,ESL0952019-R01 RB,3.56Ω 0.00Deg,2.79,2032-11-26,624952,150454,24,18,100%,2.4,4.4,"51.2089675123131, 1.21920687998267",Canterbury,E07000106,lyrics.cheater.minus
SPN-S000000008659,South Eastern Power Networks (SPN),BALDSLOW 33/11KV,Primary Substation,33,Medium,TQ7947012511,68,2,68,0,SEDLESCOMBE RD NORTH A21,,HASTINGS,East Sussex,TN37 7SF,NA,1948-04-01,COLD,2010-02-03,P-10-696-03,0.11Ω 0.00Deg,0.11,2027-11-26,579470,112511,"24, 24","18, 18",6.5MVA,11,13.7,"50.8842134480558, 0.550041887461657",Hastings,E07000062,clay.hired.laws
SPN-S000000009105,South Eastern Power Networks (SPN),BOLNEY GRID 33 KV,Grid Substation,33,Low,TQ2377821016,62,0,62,0,WINEHAM LANE,,WINEHAM,West Sussex,RH17 5NH,NA,1901-04-01,COLD,2012-02-01,TGN(E) 152 I6,0.02Ω 31.00Deg,,2025-11-26,523778,121016,"39, 39","30, 30",100%,18.8,29.4,"50.9752640799548, -0.238321656356606",Mid Sussex,E07000228,tube.overlooks.headboard
SPN-S000000009109,South Eastern Power Networks (SPN),BYFLEET GRID 33 KV,Grid Substation,33,Medium,TQ0403161054,120,0,120,0,STATION APPROACH,,BYFLEET,Surrey,KT14 6NE,NA,1934-04-01,COLD,2018-03-20,ELP0062005-R01,1.02Ω 0.00Deg,0.06,2034-11-26,504031,161054,"117, 117","90, 90",100%,53.1,74.4,"51.3390661927474, -0.507916590843078",Woking,E07000217,insist.payer.late
SPN-S000000009119,South Eastern Power Networks (SPN),FISHERSGATE GRID,Grid Substation,33,Medium,TQ2529005387,150,0,150,0,FARM WAY,,FISHERSGATE,West Sussex,BN42 4NT,NA,1934-04-01,HOT,2015-10-29,ESL0952006-R01 RB,0.56Ω 0.00Deg,0.16,2031-11-26,525290,105387,"117, 78, 78","90, 60, 60",100%,80,110.4,"50.8344633633786, -0.222155347130602",Adur,E07000223,lake.shot.wake
SPN-S000000009120,South Eastern Power Networks (SPN),FOLKESTONE GRID 33KV,Grid Substation,33,Medium,TR2056036443,84,0,84,0,SHORNCLIFFE ROAD,,FOLKESTONE,Kent,CT20 3PL,NA,1933-04-01,COLD,2011-08-06,P-11-1232,0.17Ω 0.00Deg,,2028-11-26,620560,136443,"78, 78","60, 60",100%,33.2,43.2,"51.0848828998717, 1.14785413221217",Folkestone and Hythe,E07000112,elevator.deform.unafraid
SPN-S000000009126,South Eastern Power Networks (SPN),KINGSTON GRID,Grid Substation,33,Low,TQ1790269667,149,0,149,0,SKERNE ROAD,,KINGSTON,Surrey,KT2 5AH,NA,1962-04-01,COLD,2018-04-17,ELP0062008-R01,0.16Ω 0.00Deg,0.04,2034-11-26,517902,169667,"120, 120, 117, 117","90, 90, 90, 90",100%,75,104.9,"51.4137729656541, -0.30601715065195",Kingston upon Thames,E09000021,reply.rare.scare
SPN-S000000009129,South Eastern Power Networks (SPN),LEIGH GRID,Grid Substation,33,Low,TQ2464646279,101,0,101,0,LEIGH GRID IRONS BOTTOM ROAD,SIDLOW BRIDGE,REIGATE,Surrey,RH2 8PT,NA,1936-04-01,HOT,2019-05-30,ELP02013018-R01,0.25Ω 0.00Deg,0.11,2035-11-26,524646,146279,"78, 78, 78, 59","60, 60, 60, 45","100%,  <100%",48.5,70.2,"51.20213495173, -0.217255557020997",Reigate and Banstead,E07000211,lasted.costs.losses
SPN-S000000009130,South Eastern Power Networks (SPN),LEWES GRID 33KV,Grid Substation,33,Low,TQ4368011775,106,0,106,0,EAST OF JUNCTION WITH A26,,RINGMER,East Sussex,BN8 5UX,NA,1952-04-01,HOT,2021-10-27,ELP03210-R01,0.16Ω 0.00Deg,0.07,2039-11-26,543680,111775,"117, 117","90, 90",100%,43.6,60.9,"50.8876017750756, 0.041336868983339",Lewes,E07000063,array.enclosing.tweed
SPN-S000000009140,South Eastern Power Networks (SPN),POLEGATE GRID,Grid Substation,33,Low,TQ6062904475,31,0,31,0,DITTONS ROAD,,POLEGATE,East Sussex,BN24 5ET,NA,1933-04-01,COLD,2011-12-08,P-11-1367,NA,0.09,2040-11-22,560629,104475,"59, 59","45, 45",100%,25.7,36.5,"50.8175487777422, 0.278908816029103",Wealden,E07000065,taker.fishery.defeat
SPN-S000000009147,South Eastern Power Networks (SPN),SUTTON GRID 33KV,Grid Substation,33,Medium,TQ2615763711,73,0,73,0,WELLESLEY ROAD,,SUTTON,Surrey,SM1 4SL,NA,1951-04-01,HOT,2022-06-14,ELP07262021-R01,0.14Ω 0.00Deg,,2038-11-26,526157,163711,"117, 117","90, 90",100%,58.2,82.9,"51.3584706549846, -0.189489878356849",Sutton,E09000029,grants.hired.slips
SPN-S000000009152,South Eastern Power Networks (SPN),TWICKENHAM GRID 33KV,Grid Substation,33,Medium,TQ1542473377,101,0,101,0,WARWICK ROAD,,TWICKENHAM,Middlesex,TW2 6SP,NA,1964-04-01,COLD,2018-04-17,ELP0062011-R01,2.14Ω 0.00Deg,0.06,2034-11-26,515424,173377,"117, 117","90, 90",100%,56.3,74.3,"51.4476270599628, -0.340425594833406",Richmond upon Thames,E09000027,strong.casual.help
SPN-S000000009153,South Eastern Power Networks (SPN),WEST WEYBRIDGE GRID,Grid Substation,33,High,TQ0540962147,97,0,97,0,MAYFIELD AVENUE,NEW HAW,WEYBRIDGE,Surrey,KT15 3AS,NA,1958-04-01,HOT,2018-07-25,ELP0062019-R01,0.12Ω 0.00Deg,0.06,2034-11-26,505409,162147,"78, 78","60, 60",100%,45.3,70.2,"51.3486371473806, -0.487818069591842",Runnymede,E07000212,green.cabin.pose
SPN-S000000009167,South Eastern Power Networks (SPN),HERNE BAY GRID 33KV,Grid Substation,33,High,TR1561566207,73,0,73,0,THORNDEN ROAD,,HERNE BAY,Kent,CT6 7RY,NA,1937-04-01,COLD,2021-07-22,ELP05725-R01,0.06Ω 0.00Deg,0.04,2030-11-26,615615,166207,NA,NA,NA,NA,NA,"51.3540076168943, 1.09524392810905",Canterbury,E07000106,august.chemistry.moved
SPN-S000000009181,South Eastern Power Networks (SPN),CHATHAM GRID 33 KV,Grid Substation,33,Low,TQ7684367402,69,0,69,0,CHATHAM,,GILLINGHAM,Kent,ME5 7AR,NA,1934-04-01,HOT,2020-07-22,ELP03608008-R01,0.92Ω 0.68Deg,0.11,2036-11-26,576843,167402,"117, 117","90, 90",100%,48.5,62.3,"51.378124485112, 0.539651717278582",Medway,E06000035,doctor.cliff.learns
SPN-S000000009251,South Eastern Power Networks (SPN),TUNBRIDGE WELLS TOWN 132/6.6KV,Grid Substation,6,High,TQ5887540229,105,0,105,0,STANLEY ROAD,,TUNBRIDGE WELLS,Kent,TN1 2RL,NA,1950-04-01,COLD,2021-08-20,ELP05286017-R01,1.95Ω 0.00Deg,0.07,2037-11-26,558875,140229,"39, 39, 10, 10","30, 30, 8, 8",100%,15.6,24.4,"51.1392911456003, 0.269643631032257",Tunbridge Wells,E07000116,into.thanks.studio
SPN-S000000009318,South Eastern Power Networks (SPN),EASTBOURNE GRID 132/11KV,Grid Substation,11,Medium,TQ6204500719,53,0,53,0,ST PHILLIPS AVENUE,,EASTBOURNE,East Sussex,BN22 8RG,NA,1956-04-01,COLD,2011-01-18,P-11-976,0.14Ω 3.00Deg,,2040-11-22,562045,100719,"39, 39","30, 30",<100%,17.6,29.6,"50.7834058091451, 0.297337015481939",Eastbourne,E07000061,eclipses.supporter.turns
SPN-S000000009320,South Eastern Power Networks (SPN),FOLKESTONE MOREHALL 132/11KV,Grid Substation,11,Medium,TR2074536546,161,0,161,0,GERALDINE ROAD,,FOLKESTONE,Kent,CT19 4AY,NA,1921-04-01,HOT,2013-08-14,P-13-2591-01,0.14Ω 0.00Deg,,2028-11-26,620745,136546,NA,NA,NA,18.1,23.3,"51.0857365852369, 1.15055423037676",Folkestone and Hythe,E07000112,deranged.headsets.impact
SPN-S000000009348,South Eastern Power Networks (SPN),STROOD 132/11KV,Grid Substation,11,Medium,TQ7396969739,145,0,145,0,FRINDSBURY,,ROCHESTER,Kent,ME2 4EA,NA,1948-04-01,COLD,2021-05-20,ELP05772-R01,1.12Ω 0.00Deg,0.11,2029-11-26,573969,169739,NA,NA,NA,27,38.3,"51.4000052080832, 0.499542171550107",Medway,E06000035,follow.output.adults
SPN-S000000009351,South Eastern Power Networks (SPN),TUNBRIDGE WELLS GRID 132/11KV,Grid Substation,33,High,TQ5913240853,127,1,127,0,ADJ 56 ADDISON ROAD,,TUNBRIDGE WELLS,Kent,TN2 3GG,NA,1953-04-01,COLD,2021-06-03,ELP05286012-R01,0.44Ω 0.00Deg,0.07,2037-11-26,559132,140853,"40, 39, 39","30, 30, 30",100%,17.6,24.9,"51.1448264315983, 0.273589695249059",Tunbridge Wells,E07000116,issues.scuba.filer
SPN-S000000009375,South Eastern Power Networks (SPN),MONKTON GRID 11KV,Primary Substation,11,Low,TR2866567163,76,0,76,0,MONKTON GRID SEAMARK ROAD,BIRCHINGTON,MONKTON,Kent,CT7 0JL,NA,1948-04-01,COLD,2009-05-07,P-09-582,NA,0.08,2032-11-26,628665,167163,NA,NA,NA,NA,NA,"51.3574922622142, 1.28295922260739",Thanet,E07000114,smothered.workroom.stubble
SPN-S000000009917,South Eastern Power Networks (SPN),DORMANSLAND GRID 132 KV,Grid Substation,132,High,TQ4148740773,178,2,178,0,DORMANSLAND,,LINGFIELD,Surrey,RH7 6PB,NA,1953-04-01,HOT,2023-05-18,ELP09358005,1.04Ω 0.00Deg,0.21,2039-11-26,541487,140773,NA,NA,NA,NA,NA,"51.1487371339811, 0.021482061921238",Tandridge,E07000215,sulk.shot.frock
SPN-S000000009925,South Eastern Power Networks (SPN),KINGSNORTH GRID 132/11KV,Grid Substation,132,High,TQ8060072228,124,2,124,0,OFF STOKE ROAD,,NEAR HOO,Kent,ME3 9NQ,NA,1948-04-01,HOT,2020-08-28,ELP03608014-R01,0.18Ω 50.37Deg,0.04,2036-11-26,580600,172228,NA,NA,NA,NA,NA,"51.4202917512699, 0.596030992133239",Medway,E06000035,sisters.entrust.handyman
SPN-S000000009926,South Eastern Power Networks (SPN),KINGSTON GRID 132KV,Grid Substation,132,High,TQ1790269667,457,4,457,0,SKERNE ROAD,,KINGSTON,Surrey,KT2 5UN,NA,1955-04-01,COLD,2018-04-17,ELP0062008-R01,0.16Ω 0.00Deg,0.04,2034-11-26,517902,169667,NA,NA,NA,NA,NA,"51.4137729656541, -0.30601715065195",Kingston upon Thames,E09000021,reply.rare.scare
SPN-S000000009935,South Eastern Power Networks (SPN),NEWHAVEN GRID 132 KV,Grid Substation,132,High,TQ4505001794,100,2,100,0,NEW ROAD,,NEWHAVEN,East Sussex,BN9 0HE,NA,1966-04-01,COLD,2023-09-07,ELP09358013-R01,0.20Ω 0.00Deg,0.05,2039-11-26,545050,101794,NA,NA,NA,NA,NA,"50.7975637418309, 0.0568524352668799",Lewes,E07000063,purifier.efficient.cafe
SPN-S000000009936,South Eastern Power Networks (SPN),NINFIELD GRID 132 KV,Grid Substation,132,Very High,TQ7242011883,439,3,439,0,POTMANS LANE,,NINFIELD,East Sussex,TN33 9BJ,NA,1956-04-01,HOT,2023-12-08,ELP02059-R01,0.07Ω 0.00Deg,,2040-11-22,572420,111883,NA,NA,NA,NA,NA,"50.8807166803942, 0.449620344398189",Rother,E07000064,simmer.dishes.lifelong
SPN-S000000009937,South Eastern Power Networks (SPN),NORTHFLEET EAST 132 KV,Grid Substation,132,High,TQ6214472441,714,3,714,0,PEPPERHILL LANE,NORTHFLEET,GRAVESEND,Kent,DA11 8HX,NA,1957-04-01,HOT,2017-08-15,ESL1520011-R02,0.32Ω 0.00Deg,0.06,2036-11-26,562144,172441,NA,NA,NA,NA,NA,"51.4277809482857, 0.330940448884314",Gravesham,E07000109,pounds.gifted.wool
SPN-S000000009939,South Eastern Power Networks (SPN),PEMBURY GRID 132 KV,Grid Substation,132,High,TQ6386743600,152,2,152,0,MAIDSTONE ROAD,,PEMBURY,Kent,TN2 4AP,NA,1957-04-01,HOT,2021-05-24,ELP05286009-R01,1.21Ω 0.00Deg,0.18,2037-11-26,563867,143600,NA,NA,NA,NA,NA,"51.1681720671177, 0.342472019665065",Tunbridge Wells,E07000116,reserved.little.tailwind
SPN-S000000009940,South Eastern Power Networks (SPN),POLEGATE GRID 132 KV,Grid Substation,132,High,TQ6068204425,121,2,121,0,STONE CROSS,,PEVENSEY,East Sussex,BN24 5ES,NA,1967-04-01,COLD,2011-12-08,P-11-1367,NA,0.09,2040-11-22,560682,104425,NA,NA,NA,NA,NA,"50.8170848171606, 0.27963868338615",Wealden,E07000065,paper.upon.invite
SPN-S000000009945,South Eastern Power Networks (SPN),SMALLFIELD GRID 132 KV,Grid Substation,132,High,TQ3071443710,355,3,355,0,SMALLFIELD,,HORLEY,Surrey,RH6 9JF,NA,1957-04-01,HOT,2019-09-20,ELP02013021-R01,0.23Ω 0.00Deg,0.09,2035-11-26,530714,143710,NA,NA,NA,NA,NA,"51.177692051125, -0.131383507698126",Tandridge,E07000215,alert.reply.cable
SPN-S000000009951,South Eastern Power Networks (SPN),TUNBRIDGE WELLS GRID 132 KV,Grid Substation,132,High,TQ5915340902,431,5,431,0,ADJ 56 ADDISON ROAD,,TUNBRIDGE WELLS,Kent,TN2 3GG,NA,1959-04-01,COLD,2021-06-03,ELP05286012-R01,0.44Ω 0.00Deg,0.07,2037-11-26,559153,140902,NA,NA,NA,NA,NA,"51.1452608596348, 0.273911300647875",Tunbridge Wells,E07000116,engine.universally.shops
SPN-S000000009952,South Eastern Power Networks (SPN),TWICKENHAM GRID 132 KV,Grid Substation,132,High,TQ1542373377,118,2,118,0,WARWICK ROAD,,TWICKENHAM,Middlesex,TW2 6SR,NA,1958-04-01,COLD,2018-04-17,ELP0062011-R01,2.14Ω 0.00Deg,0.06,2034-11-26,515423,173377,NA,NA,NA,NA,NA,"51.447627263574, -0.340439978460581",Richmond upon Thames,E09000027,hours.rapid.regime
SPN-S000000009961,South Eastern Power Networks (SPN),CANTERBURY NORTH 132KV,Grid Substation,132,Very High,TR1586559388,119,0,119,0,BROAD OAK ROAD,,CANTERBURY,Kent,CT2 7PX,NA,1958-04-01,HOT,2015-10-14,ESL0952011-R01 RC,0.07Ω 0.00Deg,0.0,2030-11-26,615865,159388,NA,NA,NA,NA,NA,"51.2926877378814, 1.09470204093013",Canterbury,E07000106,pampering.garlic.politics
SPN-S000000009962,South Eastern Power Networks (SPN),SELLINDGE 132 KV,Grid Substation,132,Very High,TR0853238331,435,2,435,0,SELLINDGE,,ASHFORD,Kent,TN25 6AF,NA,1962-04-01,HOT,2021-08-13,ELP05286015-R01,0.06Ω 0.00Deg,0.05,2037-11-26,608532,138331,NA,NA,NA,NA,NA,"51.1063321591089, 0.977459050642279",Ashford,E07000105,slams.thrones.fearfully
SPN-S000000009967,South Eastern Power Networks (SPN),HERNE BAY GRID 132/33KV,Grid Substation,132,Very High,TR1561566207,215,2,215,0,THORNDEN ROAD,,HERNE BAY,Kent,CT6 7RY,NA,1959-04-01,COLD,2021-07-22,ELP05725-R01,0.06Ω 0.00Deg,0.04,2030-11-26,615615,166207,NA,NA,NA,NA,NA,"51.3540076168943, 1.09524392810905",Canterbury,E07000106,august.chemistry.moved
SPN-S000000009975,South Eastern Power Networks (SPN),MONKTON GRID 132,Grid Substation,132,Very High,TR2869467150,193,2,193,0,MONKTON GRID SEAMARK ROAD,BIRCHINGTON,MONKTON,Kent,CT7 0JL,NA,1955-04-01,COLD,2009-05-07,P-09-582,NA,0.08,2032-11-26,628694,167150,NA,NA,NA,NA,NA,"51.3573638992043, 1.28336666813579",Thanet,E07000114,tweaked.captive.craftsmen
SPN-S000000009976,South Eastern Power Networks (SPN),KINGSNORTH 132KV,Grid Substation,132,High,TQ8060472173,136,0,136,0,OFF STOKE ROAD,,NEAR HOO,Kent,ME3 9NQ,NA,1966-04-01,HOT,2020-08-28,ELP03608014-R01,0.18Ω 50.37Deg,0.04,2036-11-26,580604,172173,NA,NA,NA,NA,NA,"51.4197964486026, 0.596060453884657",Medway,E06000035,entrust.oasis.cadet
SPN-S000000009984,South Eastern Power Networks (SPN),EBBSFLEET GRID 132/33KV,Grid Substation,132,Very High,TQ6096972880,33,2,33,0,EBBSFLEET VALLEY,,SWANSCOMBE KENT,Kent,DA10 1AR,NA,2020-10-08,HOT,2021-12-08,ELP03187-R02,0.15Ω 19.44Deg,0.42,2036-05-28,560969,172880,NA,NA,NA,NA,NA,"51.4320597172898, 0.314253076584786",Dartford,E07000107,become.manual.slides
SPN-S000000009985,South Eastern Power Networks (SPN),GROVEHURST GRID 132 KV,Grid Substation,132,Very High,TQ9178366593,110,2,110,0,KEMSLEY MILL,,SITTINGBOURNE,Kent,ME10 2GT,NA,1960-04-01,HOT,2017-05-31,ESL1991023-R01,0.15Ω 0.00Deg,0.09,2029-11-26,591783,166593,NA,NA,NA,NA,NA,"51.3660125470936, 0.753630986083115",Swale,E07000113,cried.yards.tones
SPN-S000000009989,South Eastern Power Networks (SPN),RYE GRID 132KV,Grid Substation,132,Very High,TQ9044622924,76,1,76,0,RYE ROAD,,RYE FOREIGN,East Sussex,TN31 7UR,NA,1959-04-01,HOT,2015-10-07,ESL0952018-R01 RB,0.83Ω 0.00Deg,0.29,2027-11-26,590446,122924,NA,NA,NA,NA,NA,"50.9742353292082, 0.711335378508964",Rother,E07000064,cascaded.trams.dried
SPN-S000000009990,South Eastern Power Networks (SPN),WOKING SENTRUM GRID 132/11KV,Grid Substation,132,High,SU9858259138,148,2,148,0,WOKING SENTRUM GRID KESTRAL WAY,GOLDWORTH TRADING ESTATE,WOKING,Surrey,GU21 3EA,NA,1960-04-01,COLD,2018-07-24,ELP0062017-R01,0.41Ω 0.00Deg,0.08,2034-11-26,498582,159138,NA,NA,NA,NA,NA,"51.3228132309255, -0.586645798018137",Woking,E07000217,prefer.rinse.dates
EPN-S0000000C1014,Eastern Power Networks (EPN),DISS GRID 132kV,Grid Substation,132,High,TM1154079458,40,0,40,0,,,DISS,Norfolk,IP22 4AU,NA,1960-04-01,COLD,2012-09-24,P-12-2032-01,NA,0.11,2029-11-26,611540,279458,NA,NA,NA,NA,NA,"52.3723032543849, 1.10611633424584",South Norfolk,E07000149,blame.childcare.clearcut
EPN-S0000000C1018,Eastern Power Networks (EPN),STOWMARKET GRID 132kV,Grid Substation,132,Very High,TM0649056846,52,0,52,0,,,STOWMARKET SOUTH,Suffolk,IP6 8RS,NA,1952-04-01,COLD,2012-09-24,P-12-2027-01,NA,0.11,2027-11-26,606490,256846,NA,NA,NA,NA,NA,"52.171223636163, 1.01821448090138",Mid Suffolk,E07000203,dividing.lawfully.tragedy
EPN-S0000000C4001,Eastern Power Networks (EPN),ARBURY GRID 132kV,Grid Substation,132,Medium,TL4561861800,149,0,149,0,KINGS HEDGES ROAD,ARBURY,CAMBRIDGE,Cambridgeshire,CB4 2QT,NA,2003-04-01,COLD,2020-02-14,ELP03583-R01,0.46Ω 0.00Deg,0.1,2025-11-30,545618,261800,NA,NA,NA,NA,NA,"52.2351409296593, 0.130979173795973",Cambridge,E07000008,shack.hours.hills
EPN-S0000000C4008,Eastern Power Networks (EPN),GRENDON GRID 132kV,Grid Substation,132,Medium,SP8710061339,43,0,43,0,,,GRENDON,Buckinghamshire,NN7 1JD,NA,1962-04-01,HOT,2022-10-18,ELP07260036-R01,0.05Ω 0.00Deg,0.05,2038-11-26,487100,261339,NA,NA,NA,NA,NA,"52.2433541323352, -0.725757590040524",North Northamptonshire,E06000061,passenger.denser.ivory
EPN-S0000000C4018,Eastern Power Networks (EPN),BEDFORD GRID 132kV,Grid Substation,132,High,TL0444951805,73,0,73,0,,,BEDFORD,Bedfordshire,MK41 7PD,NA,1987-04-01,COLD,2022-08-08,ELP07260025-R01,0.16Ω 0.00Deg,0.05,2038-11-26,504449,251805,NA,NA,NA,NA,NA,"52.1546553063822, -0.474690867809937",Bedford,E06000055,river.able.universally
EPN-S0000000C4023,Eastern Power Networks (EPN),MILTON 132kV,Grid Substation,132,High,TL4808161588,91,0,91,0,,,CHESTERTON,Cambridgeshire,CB5 8TA,NA,1985-04-01,COLD,2015-02-13,P-13-2785-01,0.27Ω 0.00Deg,0.08,2025-11-30,548081,261588,NA,NA,NA,NA,NA,"52.2325800265962, 0.166926317904683",Cambridge,E07000008,diamonds.butchers.searching
EPN-S0000000C4026,Eastern Power Networks (EPN),BURWELL MAIN GRID 132kV,Grid Substation,132,High,TL5788867237,372,0,372,0,,,BURWELL,Cambridgeshire,CB25 0BP,NA,1995-04-01,HOT,2018-02-01,ESL1992022-R01,0.15Ω 0.00Deg,0.08,2025-11-26,557888,267237,NA,NA,NA,NA,NA,"52.2806027360161, 0.313046568036715",East Cambridgeshire,E07000009,playback.sidelined.gadgets
EPN-S0000000C4076,Eastern Power Networks (EPN),EATON SOCON GRID 132kV,Grid Substation,132,Medium,TL1612758750,112,0,112,0,,,EATON SOCON,Cambridgeshire,PE19 8JD,NA,1989-04-01,HOT,2022-06-10,ELP07260014-R01,0.11Ω 0.00Deg,0.06,2038-01-07,516127,258750,NA,NA,NA,NA,NA,"52.2147364575905, -0.301694937097924",Bedford,E06000055,remember.nearly.rucksack
EPN-S0000000C5047,Eastern Power Networks (EPN),SHERINGHAM SHOAL SALL S/S 132kV,Grid Substation,132,Medium,TG1275923993,16,0,16,0,SHERINGHAM WINDFARM REEPHAM ROAD,CAWSTON,NORWICH,Norfolk,NR10 4BF,NA,2009-04-01,COLD,2013-03-18,P-13-2414-02,NA,0.11,2028-11-26,612759,323993,NA,NA,NA,NA,NA,"52.7715922946155, 1.15255965949134",Broadland,E07000144,copying.barman.blotches
EPN-S0000000C6060,Eastern Power Networks (EPN),PETERBOROUGH CENTRAL 132kV,Grid Substation,132,Very High,TL1918898065,66,0,66,0,LONDON ROAD,,PETERBOROUGH,Cambridgeshire,PE1 1FP,NA,1930-04-01,COLD,2013-01-03,P-12-2270-01,NA,0.04,2028-11-26,519188,298065,NA,NA,NA,NA,NA,"52.5673640902072, -0.242939394236269",Peterborough,E06000031,cowboy.amused.cubs
EPN-S0000000C7015,Eastern Power Networks (EPN),RYE HOUSE 132kV,Grid Substation,132,High,TL3837008501,409,0,409,0,,,HODDESDON,Hertfordshire,EN11 0AT,NA,1952-04-01,HOT,2010-07-22,P-06-057,0.23Ω 0.00Deg,0.09,2040-11-22,538370,208501,NA,NA,NA,NA,NA,"51.7581095866675, 0.00341750725603228",Broxbourne,E07000095,intervals.mouse.ballots
EPN-S0000000C7017,Eastern Power Networks (EPN),NEVENDON GRID 132kV,Grid Substation,132,Medium,TQ7222291340,91,0,91,0,GARDENERS LANE NORTH,,BASILDON,Essex,SS14 3JN,NA,1960-04-01,COLD,2020-10-21,ELP03607021-R01,0.06Ω 0.00Deg,0.07,2036-11-26,572222,191340,NA,NA,NA,NA,NA,"51.59458051789, 0.484987808311507",Basildon,E07000066,palm.diner.rots
EPN-S0000000C7030,Eastern Power Networks (EPN),PALMERS GRN GRID 132kV,Grid Substation,132,High,TQ3066692378,51,0,51,0,,,PALMERS GREEN,Greater London,N13 4JR,NA,1952-04-01,COLD,2018-07-24,ELP0061014-R01,0.90Ω 0.00Deg,0.06,2034-11-26,530666,192378,NA,NA,NA,NA,NA,"51.6150724090416, -0.114167818883992",Enfield,E09000010,report.reduce.number
EPN-S0000000C7056,Eastern Power Networks (EPN),RAYLEIGH LOCAL GRID,Grid Substation,132,High,TQ7992090847,329,0,329,0,,,RAYLEIGH SOUTH,Essex,SS6 7DR,NA,1955-04-01,COLD,2020-10-03,ELP03607019-R01,0.79Ω 0.00Deg,0.02,2036-11-26,579920,190847,NA,NA,NA,NA,NA,"51.5877484639037, 0.595751788167152",,,pays.invite.sobs
EPN-S0000000C7098,Eastern Power Networks (EPN),HORNSEY GRID 132kV,Grid Substation,132,High,TQ3076789037,48,0,48,0,,,HORNSEY,Greater London,N8 9BD,NA,1964-04-01,COLD,2018-10-03,ELP0061032-R01,0.18Ω 0.00Deg,0.07,2034-11-26,530767,189037,NA,NA,NA,NA,NA,"51.5850253109448, -0.113954294864764",Haringey,E09000014,option.closed.donor
EPN-S0000000C7156,Eastern Power Networks (EPN),TILBURY 132KV TEE POINT,Grid Substation,132,Medium,TQ6615376066,82,0,82,0,STATION APPROACH,,TILBURY,Essex,RM18 8UL,NA,1968-04-01,HOT,2023-08-25,ELP09356034-R01,0.06Ω 3.00Deg,0.09,2039-11-26,566153,176066,NA,NA,NA,NA,NA,"51.4591867280398, 0.390254177547045",Thurrock,E06000034,wedge.tinsel.search
EPN-S0000000C7246,Eastern Power Networks (EPN),HILL RISE,Grid Substation,132,Medium,TQ46728203,31,0,31,0,RIVER ROAD,,"BARKING, LONDON",NA,IG11 0TD,NA,2021-04-14,NA,,NA,NA,,2038-11-30,546720,182030,NA,NA,NA,NA,NA,"51.5181417921778, 0.113225506296517",Barking and Dagenham,E09000002,cost.closes.ripe
EPN-S0000000C8048,Eastern Power Networks (EPN),AMERSHAM MAIN 132kV,Grid Substation,132,High,SU9305397093,102,0,102,0,,,AMERSHAM SOUTH,Buckinghamshire,HP7 0QR,NA,1965-04-01,HOT,2019-12-17,ELP02011019-R01,0.07Ω 0.00Deg,0.15,2035-11-26,493053,197093,NA,NA,NA,NA,NA,"51.6649215746052, -0.655972415941539",Buckinghamshire,E06000060,juices.pretty.visits
EPN-S0000000C8085,Eastern Power Networks (EPN),WYMONDLEY MAIN 132kV,Grid Substation,132,Very High,TL2043726980,242,0,242,0,BLAKEMORE END ROAD,ST IPPOLYTS,HITCHIN,Hertfordshire,SG4 7JL,NA,1969-04-01,HOT,2017-04-12,ESL1992011-R01,0.41Ω 0.00Deg,0.17,2026-11-26,520437,226980,NA,NA,NA,NA,NA,"51.9283155122106, -0.24984194511522",North Hertfordshire,E07000099,duck.reap.short
EPN-S0000000C8162,Eastern Power Networks (EPN),LYE GRN GRID 132kV,Grid Substation,132,High,SP9750803525,26,0,26,0,,,LYE GREEN,Buckinghamshire,HP5 3LQ,NA,1964-04-01,COLD,2011-10-06,P-11-1221,NA,0.17,2032-11-26,497508,203525,NA,NA,NA,NA,NA,"51.7219807863055, -0.589783826433602",Buckinghamshire,E06000060,march.slate.ashes
